PID,Type,SMILES,H2,CO2,O2,N2,CH4
Perm707,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,24.0,11.8,2.9,0.658,0.36
Perm708,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC4C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,24.0,11.8,2.9,0.66,0.36
Perm709,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1)C(F)(F)F,16.1,4.665,1.14,0.195,0.105
Perm710,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,46.0,18.95,5.4,0.982,0.51
Perm711,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,47.4,19.1,5.13,0.981,0.52
Perm712,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)C(F)(F)F,,7.33,1.67,0.305,0.216
Perm713,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C=C1)C(F)(F)F,17.3,4.96,1.54,0.245,0.145
Perm714,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3C=CC(=CC3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,46.0,19.0,5.4,0.98,0.51
Perm715,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=CC(*)=C2)C=C1)(C1=CC=C(OC2=CC=CC(=C2)N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)N(*)C4=O)C=C1)C(F)(F)F,19.0,6.12,1.4,0.292,0.17
Perm716,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C(OC2=CC=CC(*)=C2)C=C1)(C1=CC=C(OC2=CC=CC(=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,21.0,6.3,1.35,0.24,0.13
Perm717,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1=C(C2)C=C(*)C=C1)C(F)(F)F,,32.2,7.85,1.27,0.63
Perm718,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,40.7,16.7,3.88,0.733,0.341
Perm719,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(=C1)C(C1=CC(*)=CC=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,,5.1,1.8,0.261,0.08
Perm720,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(=C1)S(=O)(=O)C1=CC=CC(*)=C1)C(F)(F)F,,2.34,0.73,0.095,0.0578
Perm721,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(OC2=CC=C(*)C=C2)=C1)C(F)(F)F,23.7,6.11,1.57,0.259,0.125
Perm722,Thermally Rearranged Polymers,FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C3=NC4=C(C=CC(=C4)C4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=C(*)C=C5)N3C(=O)C2=C1)C(F)(F)F,376.0,294.0,65.0,13.0,8.1
Perm723,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(*)C=C1)(C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,107.0,62.0,12.7,2.57,1.31
Perm724(ladder),Uncategorised,FC(F)(F)C(C1=CC=C2\C(=N\*)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N3C4=C(C=C(OC5=CC=C(*)C(*)=C5)C=C4)N=C3C2=C1)C(F)(F)F,,27.6,7.9,1.2,0.54
Perm725,Polyimides and Polypyrrolones,FC(F)(F)C(C1=CC=CC(*)=C1)(C1=CC=CC(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,,1.05,0.39,0.47,0.014
Perm726,High Temperature Polymers,FC(F)(F)C(C1CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NN=C(*)O1)C(F)(F)F,,78.0,20.0,4.0,2.79
Perm727,Vinyl and Vinylidene Polymers,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(*)C*,300.0,520.0,135.0,54.0,57.0
Perm728,Polyimides and Polypyrrolones,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C1=CC(=CC(*)=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,,75.05,19.7,4.49,4.195
Perm729,Polyimides and Polypyrrolones,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C1=CC(=CC(*)=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,,17.8,4.74,0.74,0.44
Perm730,Polyimides and Polypyrrolones,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C1=CC(=CC(*)=C1)N1C(=O)C2=CC=C(OC3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2C1=O,,11.03,2.61,0.56,0.36
Perm731,Polynorbornenes,FC(F)(F)C1(C(*)CC(\C=C\*)C1(F)F)C(F)(F)F,,102.0,27.7,10.7,9.54
Perm732,Polyimides and Polypyrrolones,FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=C(C=C5C(=O)N(*)C(=O)C5=C4)C3=O)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,50.4,24.6,7.06,1.5,0.937
Perm733,Polyimides and Polypyrrolones,FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=CC=C(C=C4C3=O)C(=O)C3=CC=C4C(=O)N(*)C(=O)C4=C3)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,24.6,8.045,2.435,0.37,0.189
Perm734,Polyimides and Polypyrrolones,FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=CC=C(C=C4C3=O)C(C3=CC=C4C(=O)N(*)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,55.4,22.8,6.5,1.3,0.703
Perm735,Polyimides and Polypyrrolones,FC(F)(F)C1=C(OC2=CC=C(C=C2)C(C2=CC=C(OC3=C(C=C(C=C3)N3C(=O)C4=CC=C(C=C4C3=O)C3=CC=C4C(=O)N(*)C(=O)C4=C3)C(F)(F)F)C=C2)(C(F)(F)F)C(F)(F)F)C=CC(*)=C1,30.6,9.15,3.11,0.563,0.279
Perm736,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(*)=CC(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F,58.6,21.64,6.43,1.17,0.45
Perm737,Polyimides_NEW,FC(F)(F)C1=CC(*)=CC=C1OC1=C(C2=C(C=CC=C2)C=C1)C1=C(OC2=C(C=C(C=C2)N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)C(F)(F)F)C=CC2=C1C=CC=C2,36.8,25.9,4.89,0.78,0.41
Perm738,Polyimides_NEW,FC(F)(F)C1=CC(*)=CC=C1OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)N2C(=O)C3=C(C=C(C=C3)C(C3=CC=C4C(=O)N(*)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C2=O)C=C1,151.12,61.82,20.0,5.2,2.43
Perm739,Poly(aryl ethers) and Poly(aryl ether ketones),FC(F)(F)C1=CC(=CC(=C1)C1=CC(O*)=CC=C1OC1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1)C(F)(F)F,21.0,8.7,3.3,0.54,0.38
Perm740,Poly(aryl ethers) and Poly(aryl ether ketones),FC(F)(F)C1=CC(=CC(=C1)C1=CC(O*)=CC=C1OC1=CC=CC(*)=C1C#N)C(F)(F)F,35.0,19.0,6.6,1.12,0.83
Perm741,Poly(aryl ethers) and Poly(aryl ether ketones),FC(F)(F)C1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=C(C=C1)C(=O)C1=CC=C(*)C=C1,5.1,1.5,0.38,0.051,0.041
Perm742,Poly(aryl ethers) and Poly(aryl ether ketones),FC(F)(F)C1=CC(=CC=C1)C1=CC(O*)=CC=C1OC1=CC=CC(*)=C1C#N,9.3,3.7,0.87,0.15,0.09
Perm743,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC3C(C=C2)C(=O)N(*)C3=O)C=C1)C1=CC=C(*)C=C1,,36.07,6.24,0.95,0.94
Perm744,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,,53.09,13.46,2.06,1.34
Perm745,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(OC2=CC=C(C=C2C(F)(F)F)C2=CC=C(C=C2)N2C(=O)C3=CC=C(OC4=CC5C(C=C4)C(=O)N(*)C5=O)C=C3C2=O)C=C1)C1=CC=C(*)C=C1,,25.91,7.86,1.22,1.04
Perm746,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(N(C(=O)C2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C3=CC4=C(C=C3C2=O)C(=O)N(*)C4=O)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,,39.57,7.62,1.2,0.79
Perm747,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(N(C(=O)C2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(=O)C2=CC=C3C(=O)N(*)C(=O)C3=C2)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,,17.09,4.33,0.83,0.62
Perm748,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(N(C(=O)C2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,,53.85,10.23,1.71,1.01
Perm749,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)C1(N(C(=O)C2=C1C=CC=C2)C1=CC=CC=C1)C1=CC=C(OC2=C(C=C(C=C2)C2=CC=C(C=C2)N2C(=O)C3=CC=C(OC4=CC=C5C(=O)N(*)C(=O)C5=C4)C=C3C2=O)C(F)(F)F)C=C1)C1=CC=C(*)C=C1,,14.59,4.22,0.96,0.84
Perm750,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C1=CC=C(C=C1)C1=CC(=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,,33.12,15.17,2.87,1.19
Perm751,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC(=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,,36.61,17.08,3.11,1.51
Perm752,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C1=CC=C(S1)C1=CC(=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,,45.31,11.65,1.78,1.68
Perm753,Polyimides and Polypyrrolones,FC(F)(F)C1=CC(=CC=C1OC1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C1=CC=CC(=N1)C1=CC(=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,,51.92,12.15,1.91,1.95
Perm754,Poly(aryl ethers) and Poly(aryl ether ketones),FC(F)(F)C1CC(CCC1OC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=C(*)C=C1)C1=CC(=CN=C1)C1=CC(=C(O*)C=C1)C(F)(F)F,43.2,25.8,6.22,2.06,1.59
Perm755,Poly(aryl ethers) and Poly(aryl ether ketones),FC(F)(F)C1CC(CCC1OC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=C(*)C=C1)C1=CC=C(S1)C1=CC(=C(O*)C=C1)C(F)(F)F,55.0,35.7,8.4,1.99,1.8
Perm756,Polyphosphazenes,FC(F)(F)COP(*)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=N*,,72.6,10.4,3.4,9.0
Perm757,Polyphosphazenes,FC(F)(F)COP(*)(OCC(F)(F)F)=N*,96.6,403.2,77.0,30.26,41.0
Perm758,Poly(aryl ethers) and Poly(aryl ether ketones),FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)C(C3=CC=C(O*)C=C3)(C(F)(F)F)C(F)(F)F)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,28.0,12.0,3.8,0.9,0.55
Perm759,Poly(aryl ethers) and Poly(aryl ether ketones),FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)C3=CC=C(O*)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,20.0,8.2,2.5,0.61,0.34
Perm760,Poly(aryl ethers) and Poly(aryl ether ketones),FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)N3C(=O)CCC33CCC(=O)N3C3=CC=C(O*)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,21.0,7.1,2.2,0.46,0.25
Perm761,Poly(aryl ethers) and Poly(aryl ether ketones),FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(CC4=CC=C(O*)C=C4)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,18.0,7.6,2.3,0.55,0.33
Perm762,Polyamides and poly(amide-imides),FC1=C(F)C(OC2=CC=C(NC(=O)CN3C(=O)C4=CC=C(C=C4C3=O)C(*)=O)C=C2)=C(F)C(F)=C1OC1=CC=C(N*)C=C1,,1.273,0.284,0.071,0.013
Perm763,Polyimides and Polypyrrolones,FC1=CC(*)=CC=C1CC1=C(F)C=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,,0.542,0.143,0.0203,0.0129
Perm764,Vinyl and Vinylidene Polymers,FC1=CC=C(C=C1)C(*)C*,,17.2,4.4,0.83,1.06
Perm765,Polynorbornenes,FCC1CC2CC1C(*)C2*,166.0,200.0,50.0,17.0,13.0
Perm766,Thermally Rearranged Polymers,NC1=C(*)C=CC(=C1)C1=CC(N)=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C(F)(F)F)C(F)(F)F,,138.0,34.0,5.2,
Perm767,Polyamides and poly(amide-imides),NC1=CC(=CC=C1)N1C(=O)C2=CC=C(*C3=CC=C(C(*)=O)C(=C3)C(*)=O)C=C2C1=O,,0.203,0.0625,0.0063,
Perm768,Uncategorised,NC1=CC(OC2=CC(NC(=O)C3=CC(=CC=C3C(O)=O)C(C3=CC=C(C(=O)N*)C(=C3)C(O)=O)(C(F)(F)F)C(F)(F)F)=C(N)C=C2)=CC=C1*,,3.69,0.97,0.17,0.087
Perm769,Polynorbornenes,*\C=C\C1CC(*)C2C1C(=O)N(C2=O)C12CC3CC(CC(C3)C1)C2,12.8,8.39,1.59,0.5,0.58
Perm770,Polynorbornenes,*\C=C\C1CC(*)C2C1C(=O)N(C2=O)C1=CC=CC=C1,11.0,11.44,1.44,0.31,0.54
Perm771,Polynorbornenes,*\C=C\C1CC(*)C2C1C(=O)N(C1CCCC1)C2=O,,8.8,1.95,0.45,0.54
Perm772,Polynorbornenes,*\C=C\C1CC(*)C2C1C(=O)N(C1CCCCC1)C2=O,16.1,13.655,2.215,0.52,0.8
Perm773,Vinyl and Vinylidene Polymers,OC(*)C*,,1.2e-06,7e-07,,
Perm774,Polysulfones,OC(=O)C1=C(C=CC=C1)C(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,7.22,2.25,0.441,0.0437,0.0395
Perm775,Poly(aryl ethers) and Poly(aryl ether ketones),OC(=O)C1C=CC=CC1C(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)C=C1,7.26,1.81,0.489,0.0485,0.0415
Perm776,Uncategorised,OC(C*)C*,,0.4,0.1,0.015,0.019
Perm777,Various Polymers,OC(C*)CO*,0.0228,0.012,0.0038,,
Perm778,Polyimides and Polypyrrolones,OC1=CC(=CC=C1*)C1=CC(O)=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,,0.0313,0.0096,0.001,0.00041
Perm779,Polyimides and Polypyrrolones,OC1=CC(CC2=CC(O)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)=CC=C1*,,4.85,1.22,0.168,0.0562
Perm780,Vinyl and Vinylidene Polymers,OC1=CC=C(C=C1)C(*)C*,,,0.12,0.015,
Perm781,Polyoxadiazole_NEW,OC1=CC=C(C=C1)N1C(*)=NN=C1C1=CC=C(C=C1)C(C1=CC=C(*)C=C1)(C(F)(F)F)C(F)(F)F,,268.0,,10.2,6.69
Perm782,Polytriazole_NEW,OC1=CC=C(C=C1)N1C(*)=NN=C1C1=CC=CC(=C1)C(C1=CC(*)=CC=C1)(C(F)(F)F)C(F)(F)F,,66.3,12.5,2.37,1.41
Perm783,Thermally Rearranged Polymers,OC1=CC=C(C=C1*)C(C1=CC(N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)=C(O)C=C1)(C(F)(F)F)C(F)(F)F,35.0,9.9,2.6,0.4,0.08
Perm784,Thermally Rearranged Polymers,OC1=CC=C(C=C1N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC=C2C3=NC4=C(C=CC(=C4)C4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=C(*)C=C5)N3C(=O)C2=C1)(C(F)(F)F)C(F)(F)F)C(C1=CC(N2C(=O)C3=CC=C(C=C3C2=O)C(*)(C(F)(F)F)C(F)(F)F)=C(O)C=C1)(C(F)(F)F)C(F)(F)F,,15.0,3.2,0.53,
Perm785,Polyimides_NEW,OC1=CC=C2C=C(C=CC2=C1C1=C(O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C1=O,4.52,3.21,0.76,0.11,0.06
Perm786,Polyimides_NEW,OC1=CC=C2C=C(C=CC2=C1C1=C(O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(C=C2)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C1=O,5.95,4.32,0.98,0.14,0.09
Perm787,Polyimides_NEW,OC1=CC=C2C=C(C=CC2=C1C1=C(O)C=CC2=CC(*)=CC=C12)N1C(=O)C2=C(C=C(OC3=CC4=C(C=C3)C(=O)N(*)C4=O)C=C2)C1=O,2.72,1.87,0.35,0.05,0.03
Perm788,Cellulosic Polymers,OC1C(O*)C(O[N+]([O-])=O)OC(OC2C(O)C(O[N+]([O-])=O)C(O*)OC2CO[N+]([O-])=O)C1O[N+]([O-])=O,2.0,,0.6,0.12,
Perm789,Substituted Polyacetylenes,OS(=O)(=O)C1=CC=C(C=C1)C(*)=C(*)C1=CC=C(C=C1)S(O)(=O)=O,,21.0,2.5,0.28,
Perm790,Polypropynes & Polyalkynes,[H]C(*)=C(*)C(C)(C)C,,560.0,130.0,43.0,85.0
Perm791,Polysulfones,[H]C([H])(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,,4.5,1.1,0.2,0.188
Perm792,Polysulfones,[H]C([H])(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,10.4,4.5,1.1,0.2,0.19
Perm793,Polyimides_NEW,[H]C1=C([H])C2([H])C3C(C(=O)N(*)C3=O)C1([H])C1C2C(=O)N(C1=O)C1=CC2=C(C=C1O)C1(CC(C)(C)C3=C1C=C(O)C(*)=C3)CC2(C)C,206.0,130.0,23.0,5.5,4.6
Perm794,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C(C1=CC(Br)=C(O*)C(Br)=C1)(C(F)(F)F)C(F)(F)F)C(*)=O,65.0,35.6,6.75,1.07,0.597
Perm795,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,53.5,20.4,4.84,0.705,0.567
Perm796,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(OC(=O)C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,27.9,8.34,1.96,0.29,0.206
Perm797,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1Br)C(C)(C)C1=CC(Br)=C(O*)C(C)=C1)C(*)=O,23.3,5.45,1.52,0.219,0.151
Perm798,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1C)C(C)(C)C1=CC(C)=C(O*)C(C)=C1)C(*)=O,38.6,12.0,3.26,0.579,0.472
Perm799,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1[H])C(C)(C)C1=CC([H])=C(O*)C(C)=C1)C(*)=O,7.79,1.24,0.4,0.0628,0.0459
Perm800,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C(C=C(C=C1[H])C(C)(C)C1=CC([H])=C(O*)C(=C1)C(C)C)C(C)C)C(*)=O,18.9,5.16,1.64,0.273,0.305
Perm801,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C(C1=CC([H])=C(O*)C([H])=C1)(C(F)(F)F)C(F)(F)F)C(*)=O,,15.8,4.18,0.875,0.799
Perm802,Polyarylates,[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,,12.4,3.03,0.57,0.617
Perm803,Uncategorised,[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,14.7,6.74,1.52,0.264,0.167
